"","date","newusers","reactivatedusers","intercept","allOnes","season_newusers","season_reactivatedusers","WDay1","WDay2","WDay3","WDay4","WDay5","WDay6","WDay7","Month10Day1","Month10Day10","Month10Day11","Month10Day12","Month10Day13","Month10Day14","Month10Day15","Month10Day16","Month10Day17","Month10Day18","Month10Day19","Month10Day2","Month10Day20","Month10Day21","Month10Day22","Month10Day23","Month10Day24","Month10Day25","Month10Day26","Month10Day27","Month10Day28","Month10Day29","Month10Day3","Month10Day30","Month10Day31","Month10Day4","Month10Day5","Month10Day6","Month10Day7","Month10Day8","Month10Day9","Month11Day1","Month11Day10","Month11Day11","Month11Day12","Month11Day13","Month11Day14","Month11Day15","Month11Day16","Month11Day17","Month11Day18","Month11Day19","Month11Day2","Month11Day20","Month11Day21","Month11Day22","Month11Day23","Month11Day24","Month11Day25","Month11Day26","Month11Day27","Month11Day28","Month11Day29","Month11Day3","Month11Day30","Month11Day4","Month11Day5","Month11Day6","Month11Day7","Month11Day8","Month11Day9","Month12Day1","Month12Day10","Month12Day11","Month12Day12","Month12Day13","Month12Day14","Month12Day15","Month12Day16","Month12Day17","Month12Day18","Month12Day19","Month12Day2","Month12Day20","Month12Day21","Month12Day22","Month12Day23","Month12Day24","Month12Day25","Month12Day26","Month12Day27","Month12Day28","Month12Day29","Month12Day3","Month12Day30","Month12Day31","Month12Day4","Month12Day5","Month12Day6","Month12Day7","Month12Day8","Month12Day9","Month1Day1","Month1Day10","Month1Day11","Month1Day12","Month1Day13","Month1Day14","Month1Day15","Month1Day16","Month1Day17","Month1Day18","Month1Day19","Month1Day2","Month1Day20","Month1Day21","Month1Day22","Month1Day23","Month1Day24","Month1Day25","Month1Day26","Month1Day27","Month1Day28","Month1Day29","Month1Day3","Month1Day30","Month1Day31","Month1Day4","Month1Day5","Month1Day6","Month1Day7","Month1Day8","Month1Day9","Month2Day1","Month2Day10","Month2Day11","Month2Day12","Month2Day13","Month2Day14","Month2Day15","Month2Day16","Month2Day17","Month2Day18","Month2Day19","Month2Day2","Month2Day20","Month2Day21","Month2Day22","Month2Day23","Month2Day24","Month2Day25","Month2Day26","Month2Day27","Month2Day28","Month2Day29","Month2Day3","Month2Day4","Month2Day5","Month2Day6","Month2Day7","Month2Day8","Month2Day9","Month3Day1","Month3Day10","Month3Day11","Month3Day12","Month3Day13","Month3Day14","Month3Day15","Month3Day16","Month3Day17","Month3Day18","Month3Day19","Month3Day2","Month3Day20","Month3Day21","Month3Day22","Month3Day23","Month3Day24","Month3Day25","Month3Day26","Month3Day27","Month3Day28","Month3Day29","Month3Day3","Month3Day30","Month3Day31","Month3Day4","Month3Day5","Month3Day6","Month3Day7","Month3Day8","Month3Day9","Month4Day1","Month4Day10","Month4Day11","Month4Day12","Month4Day13","Month4Day14","Month4Day15","Month4Day16","Month4Day17","Month4Day18","Month4Day19","Month4Day2","Month4Day20","Month4Day21","Month4Day22","Month4Day23","Month4Day24","Month4Day25","Month4Day26","Month4Day27","Month4Day28","Month4Day29","Month4Day3","Month4Day30","Month4Day4","Month4Day5","Month4Day6","Month4Day7","Month4Day8","Month4Day9","Month5Day1","Month5Day10","Month5Day11","Month5Day12","Month5Day13","Month5Day14","Month5Day15","Month5Day16","Month5Day17","Month5Day18","Month5Day19","Month5Day2","Month5Day20","Month5Day21","Month5Day22","Month5Day23","Month5Day24","Month5Day25","Month5Day26","Month5Day27","Month5Day28","Month5Day29","Month5Day3","Month5Day30","Month5Day31","Month5Day4","Month5Day5","Month5Day6","Month5Day7","Month5Day8","Month5Day9","Month6Day1","Month6Day10","Month6Day11","Month6Day12","Month6Day13","Month6Day14","Month6Day15","Month6Day16","Month6Day17","Month6Day18","Month6Day19","Month6Day2","Month6Day20","Month6Day21","Month6Day22","Month6Day23","Month6Day24","Month6Day25","Month6Day26","Month6Day27","Month6Day28","Month6Day29","Month6Day3","Month6Day30","Month6Day4","Month6Day5","Month6Day6","Month6Day7","Month6Day8","Month6Day9","Month7Day1","Month7Day10","Month7Day11","Month7Day12","Month7Day13","Month7Day14","Month7Day15","Month7Day16","Month7Day17","Month7Day18","Month7Day19","Month7Day2","Month7Day20","Month7Day21","Month7Day22","Month7Day23","Month7Day24","Month7Day25","Month7Day26","Month7Day27","Month7Day28","Month7Day29","Month7Day3","Month7Day30","Month7Day31","Month7Day4","Month7Day5","Month7Day6","Month7Day7","Month7Day8","Month7Day9","Month8Day1","Month8Day10","Month8Day11","Month8Day12","Month8Day13","Month8Day14","Month8Day15","Month8Day16","Month8Day17","Month8Day18","Month8Day19","Month8Day2","Month8Day20","Month8Day21","Month8Day22","Month8Day23","Month8Day24","Month8Day25","Month8Day26","Month8Day27","Month8Day28","Month8Day29","Month8Day3","Month8Day30","Month8Day31","Month8Day4","Month8Day5","Month8Day6","Month8Day7","Month8Day8","Month8Day9","Month9Day1","Month9Day10","Month9Day11","Month9Day12","Month9Day13","Month9Day14","Month9Day15","Month9Day16","Month9Day17","Month9Day18","Month9Day19","Month9Day2","Month9Day20","Month9Day21","Month9Day22","Month9Day23","Month9Day24","Month9Day25","Month9Day26","Month9Day27","Month9Day28","Month9Day29","Month9Day3","Month9Day30","Month9Day4","Month9Day5","Month9Day6","Month9Day7","Month9Day8","Month9Day9","MDay1","MDay2","MDay3","MDay4","MDay5","MDay6","MDay7","MDay8","MDay9","MDay10","MDay11","MDay12","MDay13","MDay14","MDay15","MDay16","MDay17","MDay18","MDay19","MDay20","MDay21","MDay22","MDay23","MDay24","MDay25","MDay26","MDay27","MDay28","MDay29","MDay30","MDay31","min_temperature","max_temperature","precipitation","sunshine","wind_speed","mean_temperature","tempNorm","sunLogNorm","precipitationNorm","weatherPC1","weatherPC2","weatherPC3","weatherPC4","bankrupt","cpi","cci","unrate","usdEur","usdEurNorm","usdGbp","usdGbpNorm","eurGbp","eurGbpNorm","macroPC1","macroPC2","xchangePC1","xchangePC2","xchangePC3","PalmSunday","WednesdayBeforeEaster","TuesdayAfterEaster","MaundyThursday","GoodFriday","EasterSunday","EasterMonday","Ascension","FridayAfterAscension","NONationalDay","GreatPrayerDay","Pentecost","PentecostMonday","Advent1st","Advent2nd","Advent3rd","Advent4th","ChristmasEve","ChristmasDay","BoxingDay","NewYearsDay","Epiphany","AllSaints","AllSouls","LaborDay","StJohnsEve","StJohnsDay","BirthOfVirginMary","DEThanksgivingDay","BlackFriday","CyberMonday","NOMothersDay","DEMothersDay","NOFathersDay","ValentinesDay","BlackFriday2014","BlackFriday2015","BlackFriday2016","cyberMonday2014","cyberMonday2015","cyberMonday2016","seoChange","VPNissue","brexitElection","newHomePage","preChristmas","gross_Offline_Magazine_All","gross_Offline_Newspaper_All","gross_Offline_OOH_Bahnhofstation","gross_Offline_OOH_Busbahn","gross_Offline_OOH_Outlets","gross_Offline_OOH_SonstigeAtRetailMedia","gross_Offline_OOH_Stadtbild","gross_Offline_OOH_Strassepoi","gross_Offline_ProfessionalMagazine_All","gross_Offline_Radio_ArdWerbungSalesServiceFfm","gross_Offline_Radio_EuroKlassikAugsburg","gross_Offline_Radio_RmsRadioMarketingServiceHh","gross_Offline_TV_ComedyCentral","gross_Offline_TV_Dmax","gross_Offline_TV_KabelEins","gross_Offline_TV_N24","gross_Offline_TV_Prosieben","gross_Offline_TV_RtlIi","gross_Offline_TV_RtlNitro","gross_Offline_TV_RtlTelevision","gross_Offline_TV_Sat1","gross_Offline_TV_Sport1","gross_Offline_TV_SuperRtl","gross_Offline_TV_Tele5","gross_Offline_TV_Vox","net_Offline_Magazine_All","net_Offline_Newspaper_All","net_Offline_OOH_Bahnhofstation","net_Offline_OOH_Busbahn","net_Offline_OOH_Outlets","net_Offline_OOH_SonstigeAtRetailMedia","net_Offline_OOH_Stadtbild","net_Offline_OOH_Strassepoi","net_Offline_ProfessionalMagazine_All","net_Offline_Radio_ArdWerbungSalesServiceFfm","net_Offline_Radio_EuroKlassikAugsburg","net_Offline_Radio_RmsRadioMarketingServiceHh","net_Offline_TV_ComedyCentral","net_Offline_TV_Dmax","net_Offline_TV_KabelEins","net_Offline_TV_N24","net_Offline_TV_Prosieben","net_Offline_TV_RtlIi","net_Offline_TV_RtlNitro","net_Offline_TV_RtlTelevision","net_Offline_TV_Sat1","net_Offline_TV_Sport1","net_Offline_TV_SuperRtl","net_Offline_TV_Tele5","net_Offline_TV_Vox","net_Online_Display_MidFunnel","net_Online_Display_Mobile","net_Online_Display_Retargeting","net_Online_Display_Strategic","net_Online_ePN_All","net_Online_paidSearch_All","net_Online_social_All","tonf_Offline_Magazine_All","tonf_Offline_Newspaper_All","tonf_Offline_OOH_Bahnhofstation","tonf_Offline_OOH_Busbahn","tonf_Offline_OOH_Outlets","tonf_Offline_OOH_SonstigeAtRetailMedia","tonf_Offline_OOH_Stadtbild","tonf_Offline_OOH_Strassepoi","tonf_Offline_ProfessionalMagazine_All","tonf_Offline_Radio_ArdWerbungSalesServiceFfm","tonf_Offline_Radio_EuroKlassikAugsburg","tonf_Offline_Radio_RmsRadioMarketingServiceHh","tonf_Offline_TV_ComedyCentral","tonf_Offline_TV_Dmax","tonf_Offline_TV_KabelEins","tonf_Offline_TV_N24","tonf_Offline_TV_Prosieben","tonf_Offline_TV_RtlIi","tonf_Offline_TV_RtlNitro","tonf_Offline_TV_RtlTelevision","tonf_Offline_TV_Sat1","tonf_Offline_TV_Sport1","tonf_Offline_TV_SuperRtl","tonf_Offline_TV_Tele5","tonf_Offline_TV_Vox","tonf_Online_Display_MidFunnel","tonf_Online_Display_Mobile","tonf_Online_Display_Retargeting","tonf_Online_Display_Strategic","tonf_Online_ePN_All","tonf_Online_paidSearch_All","tonf_Online_social_All","clicks_Online_paidSearch_All","impressions_Online_Display_MidFunnel","impressions_Online_Display_Mobile","impressions_Online_Display_Retargeting","impressions_Online_Display_Strategic","impressions_Online_ePN_All","impressions_Online_social_All","opened_gmail","opened_mail","clicks_gmail","clicks_mail","gmbGross","couponNet","Kleinanzeigen_OOH","Kleinanzeigen_Radio","Kleinanzeigen_TV","comp_Aboutyouhh","comp_Albamodabadsalzuflen","comp_Amazon","comp_Ambrianeumarkt","comp_Audibleber","comp_Baur","comp_BonprixhandelsgesHh","comp_Creationlregensburg","comp_Heineheinrichkarlsruhe","comp_Hermes","comp_MediamarkteBusinessingolstadt","comp_MediaSaturnHoldingingolstadt","comp_MytoysDeber","comp_Otto","comp_Schwabversandhanau","comp_Siehanamberg","comp_Sportscheckmuc","comp_Tchibo","comp_Wittjosefweiden","comp_x3pagenversandalsdorf","comp_Zalandober","clicks_Free","clicks_Organic","clicks_Paid"
"2014-01-01",2014-01-01,4803,5782,1,1,0.81108986512667,1.31101996295811,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.908823529411765,5.46470588235294,0.172727272727273,154.8125,3.28125,2.27794117647059,0.42127006183067,-0.0565313353610982,0.069521867302446,0.933121751520896,1.18926448190337,-0.254278872382331,-0.0332904397916426,-0.482786498653524,-0.881451667988769,-2.8466582420632,1.42311214612438,0.72754001617432,-1.83419488135462,0.60372000932693,-1.11453179907455,0.82981008291245,0.645763959847273,-2.63617179840651,-1.38961089496041,-1.56765018091585,1.60153704778701,-0.0318603297793388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7855.53877991863,0,0,0,0,0,0,0,0,1171.09873375797,0,13665.1461271209,0,0,0,0,0,0,0,0,0,0,0,0,0,4870.43404379696,0,0,0,0,0,0,0,0,655.815290819245,0,7652.48183139939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78586.92,70349.42,0,0.620000000031495,0.619999999988437,0.620000000042613,0.619999999983967,0.619999999995038,0.619999999980527,0.61999999998883,0.619999999987949,0.620000000026726,0.559999999927232,0.559999999983906,0.56000000001549,0.489999999990111,0.490000000008722,0.490000000017885,0.490000000002217,0.490000000017075,0.489999999993873,0.489999999987251,0.489999999989678,0.489999999999331,0.489999999983195,0.489999999983467,0.489999999998851,0.489999999987925,0.000792153620653251,0.00129864567676785,0.00200832238384522,0.00490883009662352,0.0163361890390872,0.119787122820699,0.00496321664302391,587287,12587956,0,25,3704826,4810603,0,77285,3256178,19333,752327,29827349.29,2537.5504,0,0,0,0,34411.7773578885,6656.43073884006,0,23474.9051782285,64534.8067247704,146296.809795273,136715.160369962,237088.739592585,218092.084647114,180974.961425471,2915562.45187047,12243.1343522202,378575.117609086,156360.578842608,55087.3009893159,59967.5338493028,127289.82810387,251478.630700033,197512.574332866,85589.1970371379,752688,6312589,548640
"2014-01-02",2014-01-02,6834,8424,1,1,0.887423835579048,1.40316345837265,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42647058823529,7.15294117647059,0.848484848484849,20.65625,3.95,4.28970588235294,1.02515193802684,-0.705392410097014,0.341510927099735,1.59672826105691,0.693731914055015,-0.430168864271609,0.465122204693243,-0.468122106598289,-0.888047619017468,-2.83644068222475,1.42311214612438,0.72639000415802,-1.84975289536959,0.6031100153923,-1.12283705265006,0.8302840590477,0.654508677059683,-2.63361093425834,-1.3777219474107,-1.57879118954122,1.61773609375194,-0.0328441757041822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39063.124966581,2997.32402915385,100174.565480489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21875.3499783062,1678.50145654642,56097.7566664525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103577.21,88195.54,0,0.620000000026687,0.619999999988397,0.620000000042613,0.619999999983967,0.619999999995038,0.619999999980527,0.61999999998883,0.619999999987949,0.620000000026726,0.559999999923736,0.560000000073488,0.559999999973834,0.489999999990111,0.490000000008722,0.490000000017885,0.490000000002217,0.490000000017075,0.489999999993873,0.489999999987251,0.489999999989678,0.489999999999331,0.489999999983195,0.489999999983467,0.489999999998851,0.489999999987925,0.000792153620653251,0.00129864567676785,0.00200832238384522,0.00490883009662352,0.0187520804271925,0.108013937196884,0.00496233669100461,816520,15262544,0,23,5554748,5523505,0,1789529,4582116,152999,1120031,37872157.49,2708.8896,0,0,0,0,26502.7705087644,6071.30781714649,0,18919.5897953708,52482.4476397768,117675.542589209,112555.854749493,195975.310202937,0,518172.152165013,4101461.41373903,15972.4165923785,583528.630262024,187159.768155048,62080.9499499615,67595.2711765954,178553.822016732,276951.893643977,163092.672976245,87358.8176059777,1049247,7430105,710095
"2014-01-03",2014-01-03,6301,7864,1,1,0.875347536198052,1.36798539497421,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25588235294118,8.87647058823529,1.02727272727273,116.354838709677,3.92258064516129,5.56617647058824,1.5512249895184,1.06098098883925,0.413472158167179,1.21527727251072,0.484440888022446,-0.544269638986212,0.246126495400047,-0.44449306732438,-0.898675811807128,-2.82672848200705,1.42311214612438,0.73171001672745,-1.77778075165121,0.60798001289368,-1.05653055046232,0.83090299367905,0.665927834948862,-2.63425863881749,-1.3633391175832,-1.48601387651788,1.5845805777165,-0.0329884507273634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33797.8351344773,3001.67279631229,96589.8283645139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18926.7876742194,1680.93676577089,54090.3038837889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98090.75,78785.83,0,0.620000000026557,0.619999999988352,0.620000000042612,0.619999999983967,0.619999999995037,0.619999999980527,0.61999999998883,0.619999999987949,0.620000000026726,0.559999999967813,0.559999999945364,0.559999999996491,0.489999999990111,0.490000000008722,0.490000000017885,0.490000000002217,0.490000000017075,0.489999999993873,0.489999999987251,0.489999999989678,0.489999999999331,0.489999999983195,0.489999999983467,0.489999999998851,0.489999999987925,0.000792153620653251,0.00129864567676785,0.00200832238384522,0.00490883009662352,0.0185787717610889,0.109722844282523,0.00496152333013355,718044,14588720,0,20,6030783,5279722,0,137850,4519102,25611,1146340,34517801.33,2567.4814,0,0,0,0,25985.8123064403,5297.19070684473,0,18484.3433957724,52239.9197229551,119688.49443846,110144.020455741,190697.546601473,0,0,2379353.28925314,12240.6647470565,370807.019578015,151928.162145632,53877.7487245042,59994.4826874,132623.661353412,319189.358387073,160927.336280289,79433.771744375,964397,7261523,674749
"2014-01-04",2014-01-04,6411,8551,1,1,0.915522054609922,1.49887877886711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03823529411765,8.15882352941176,0.872727272727273,51,3.52258064516129,6.09852941176471,1.64728612794245,-0.182266814588834,0.351268382159727,1.18537121798154,0.637936810194833,-0.156837216809907,0.518439073717335,-0.412563428773925,-0.913037561782835,-2.81747527001496,1.42311214612438,0.734348890242576,-1.7420805758703,0.608936266124921,-1.04351087089341,0.829633474349975,0.642505584960276,-2.63787092066765,-1.3466408178383,-1.46619036881953,1.54458653308959,-0.0333367872121284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8344.14795762258,1860.47892650684,23011.9237478766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4672.72285641571,1041.86819857148,12886.6772995926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108188.42,66103.57,0,0.620000000026407,0.619999999988301,0.620000000042613,0.619999999983967,0.619999999995038,0.619999999980527,0.61999999998883,0.619999999987949,0.620000000026725,0.560000000017625,0.559999999853613,0.560000000033967,0.489999999990111,0.490000000008722,0.490000000017885,0.490000000002217,0.490000000017075,0.489999999993873,0.489999999987251,0.489999999989678,0.489999999999331,0.489999999983195,0.489999999983467,0.489999999998851,0.489999999987925,0.000792153620653251,0.00129864567676785,0.00200832238384522,0.00490883009662352,0.0209127599079972,0.10446763890601,0.00496078037561685,632766,12647482,0,14,11765580,5173321,0,1051467,4290781,144240,1038870,36289982.1,2188.5906,0,0,0,0,31508.3110994909,6383.85565378919,0,21992.8692714772,59797.4137594514,134213.537975593,124732.148791368,204938.556686977,0,0,1013915.81669049,13069.110255582,353331.025041001,154713.23897589,54590.5169308272,58994.0635840868,120592.319615706,262943.521078533,196544.665844989,68874.0390320117,942104,7027775,678308
